公司名字,年度,期间费用,财务费用,销售费用,管理费用,营业收入
*ST仁智,2016-12-31,7858万,34.0万,1598万,6226万,3.15亿
万通智控,2018-12-31,4207万,-624万,1639万,3192万,3.14亿
万通智控,2017-12-31,4975万,422万,1836万,2718万,3.20亿
万通智控,2016-12-31,3960万,-435万,1339万,3056万,3.10亿
正裕工业,2018-12-31,8528万,-1112万,4242万,5399万,10.8亿
正裕工业,2017-12-31,8969万,935万,3260万,4773万,8.43亿
正裕工业,2016-12-31,8896万,-1224万,2829万,7291万,6.92亿
创新医疗,2018-12-31,1.68亿,2892万,1844万,1.21亿,10.6亿
创新医疗,2017-12-31,1.41亿,2232万,1150万,1.08亿,9.05亿
创新医疗,2016-12-31,1.26亿,2640万,1290万,8646万,7.63亿
三花智控,2018-12-31,10.6亿,-5221万,5.32亿,5.82亿,108亿
三花智控,2017-12-31,11.6亿,1.25亿,4.89亿,5.45亿,95.8亿
三花智控,2016-12-31,10.9亿,-1.04亿,3.94亿,7.97亿,76.6亿
三维通信,2018-12-31,2.35亿,3333万,8788万,1.13亿,35.5亿
三维通信,2017-12-31,2.07亿,3118万,8675万,8928万,11.8亿
三维通信,2016-12-31,2.40亿,2283万,8338万,1.33亿,9.89亿
乐惠国际,2018-12-31,1.33亿,925万,2772万,9607万,9.71亿
乐惠国际,2017-12-31,1.09亿,2233万,1853万,6779万,8.32亿
乐惠国际,2016-12-31,1.27亿,1062万,1382万,1.03亿,9.51亿
万安科技,2018-12-31,2.97亿,1491万,1.55亿,1.27亿,22.6亿
万安科技,2017-12-31,2.89亿,1627万,1.48亿,1.24亿,22.7亿
万安科技,2016-12-31,3.27亿,451万,1.47亿,1.76亿,22.3亿
仙琚制药,2018-12-31,15.3亿,7326万,11.9亿,2.58亿,36.2亿
仙琚制药,2017-12-31,11.8亿,6262万,9.39亿,1.83亿,28.5亿
仙琚制药,2016-12-31,10.7亿,2988万,7.76亿,2.67亿,25.0亿
嘉凯城,2018-12-31,8.61亿,5.76亿,5197万,2.33亿,16.9亿
嘉凯城,2017-12-31,14.6亿,10.9亿,5907万,3.15亿,12.6亿
嘉凯城,2016-12-31,16.2亿,11.9亿,1.46亿,2.85亿,30.7亿
江山欧派,2018-12-31,2.03亿,1368万,1.27亿,6294万,12.8亿
江山欧派,2017-12-31,1.56亿,913万,1.06亿,4092万,10.1亿
江山欧派,2016-12-31,1.11亿,-198万,5274万,5993万,7.66亿
亿帆医药,2018-12-31,8.78亿,1490万,5.53亿,3.11亿,46.3亿
亿帆医药,2017-12-31,7.70亿,9066万,4.38亿,2.42亿,43.7亿
亿帆医药,2016-12-31,7.73亿,1912万,4.28亿,3.26亿,35.0亿
兄弟科技,2018-12-31,1.99亿,2237万,5311万,1.24亿,14.2亿
兄弟科技,2017-12-31,1.91亿,1493万,4101万,1.35亿,15.6亿
兄弟科技,2016-12-31,1.79亿,-804万,5317万,1.34亿,10.6亿
沪宁股份,2018-12-31,3338万,-87.5万,1237万,2188万,2.79亿
沪宁股份,2017-12-31,3173万,-99.0万,1105万,2167万,2.59亿
沪宁股份,2016-12-31,4338万,-18.7万,879万,3477万,2.54亿
珀莱雅,2018-12-31,10.4亿,-1265万,8.86亿,1.72亿,23.6亿
珀莱雅,2017-12-31,8.05亿,1643万,6.36亿,1.53亿,17.8亿
珀莱雅,2016-12-31,8.20亿,1981万,6.20亿,1.80亿,16.2亿
*ST步森,2018-12-31,1.06亿,-135万,5859万,4887万,3.20亿
*ST步森,2017-12-31,1.16亿,184万,6375万,4993万,3.44亿
*ST步森,2016-12-31,1.13亿,35.9万,6469万,4843万,3.70亿
新 和 成,2018-12-31,6.27亿,2422万,2.52亿,3.51亿,86.8亿
新 和 成,2017-12-31,6.25亿,1.51亿,2.11亿,2.62亿,62.4亿
新 和 成,2016-12-31,6.23亿,-439万,1.49亿,4.78亿,47.0亿
伟明环保,2018-12-31,1.38亿,4509万,1295万,8012万,15.5亿
伟明环保,2017-12-31,1.33亿,4698万,933万,7695万,10.3亿
伟明环保,2016-12-31,1.25亿,5142万,730万,6667万,6.93亿
世纪华通,2018-12-31,19.2亿,450万,15.7亿,3.48亿,81.2亿
世纪华通,2017-12-31,4.15亿,1567万,1.86亿,2.13亿,34.9亿
世纪华通,2016-12-31,5.47亿,1653万,1.75亿,3.55亿,34.6亿
贝达药业,2018-12-31,6.85亿,1365万,4.96亿,1.75亿,12.2亿
贝达药业,2017-12-31,5.30亿,363万,3.94亿,1.32亿,10.3亿
贝达药业,2016-12-31,6.20亿,70.1万,3.99亿,2.20亿,10.4亿
旭升股份,2018-12-31,4479万,-949万,1281万,4148万,11.0亿
旭升股份,2017-12-31,4438万,266万,1169万,3003万,7.39亿
旭升股份,2016-12-31,4127万,-382万,746万,3763万,5.69亿
南都物业,2018-12-31,1.19亿,-298万,2824万,9381万,10.6亿
南都物业,2017-12-31,9683万,-427万,2259万,7851万,8.20亿
南都物业,2016-12-31,6696万,18.7万,1381万,5297万,5.78亿
博威合金,2018-12-31,4.80亿,3732万,2.04亿,2.39亿,73.0亿
博威合金,2017-12-31,4.49亿,5882万,1.83亿,2.06亿,68.9亿
博威合金,2016-12-31,3.49亿,2441万,1.48亿,1.77亿,51.4亿
通策医疗,2018-12-31,2.25亿,2432万,1096万,1.90亿,15.5亿
通策医疗,2017-12-31,1.93亿,1157万,1165万,1.70亿,11.8亿
通策医疗,2016-12-31,1.91亿,1165万,1714万,1.62亿,8.79亿
ST中新,2018-12-31,3.66亿,1.57亿,1.41亿,6820万,67.3亿
ST中新,2017-12-31,2.33亿,5678万,1.15亿,6192万,66.6亿
ST中新,2016-12-31,1.65亿,657万,7741万,8128万,41.9亿
江丰电子,2018-12-31,9062万,500万,4391万,4171万,6.50亿
江丰电子,2017-12-31,7710万,1187万,3324万,3198万,5.50亿
江丰电子,2016-12-31,7832万,215万,2522万,5095万,4.43亿
顾家家居,2018-12-31,20.6亿,2529万,17.9亿,2.44亿,91.7亿
顾家家居,2017-12-31,15.8亿,4825万,14.0亿,1.31亿,66.7亿
顾家家居,2016-12-31,12.3亿,312万,10.6亿,1.72亿,47.9亿
联化科技,2018-12-31,6.34亿,-2300万,5477万,6.02亿,41.1亿
联化科技,2017-12-31,6.22亿,349万,4491万,5.74亿,41.1亿
联化科技,2016-12-31,7.26亿,2437万,2799万,6.74亿,31.0亿
天铁股份,2018-12-31,1.51亿,330万,6491万,8277万,4.91亿
天铁股份,2017-12-31,1.01亿,-71.2万,4603万,5611万,3.18亿
天铁股份,2016-12-31,1.02亿,343万,4112万,5777万,2.90亿
海亮股份,2018-12-31,12.8亿,4.88亿,4.08亿,3.88亿,407亿
海亮股份,2017-12-31,9.66亿,2.03亿,3.92亿,3.71亿,299亿
海亮股份,2016-12-31,9.14亿,3.26亿,2.50亿,3.39亿,180亿
柯力传感,2018-12-31,1.13亿,-135万,5673万,5774万,7.09亿
柯力传感,2017-12-31,1.02亿,-54.3万,5480万,4735万,6.28亿
柯力传感,2016-12-31,8992万,-90.5万,4859万,4223万,5.76亿
浙商银行,2018-12-31,--,--,--,--,389亿
浙商银行,2017-12-31,--,--,--,--,342亿
浙商银行,2016-12-31,--,--,--,--,335亿
老板电器,2018-12-31,20.8亿,-1.01亿,19.1亿,2.72亿,74.2亿
老板电器,2017-12-31,18.3亿,-9188万,16.8亿,2.48亿,70.2亿
老板电器,2016-12-31,19.2亿,-7864万,15.5亿,4.49亿,57.9亿
激智科技,2018-12-31,1.13亿,1859万,3607万,5847万,9.08亿
激智科技,2017-12-31,9612万,1294万,2380万,5938万,7.38亿
激智科技,2016-12-31,1.09亿,1580万,1974万,7375万,6.11亿
亚厦股份,2018-12-31,5.22亿,6075万,2.13亿,2.48亿,92.0亿
亚厦股份,2017-12-31,5.41亿,5386万,1.54亿,3.33亿,90.7亿
亚厦股份,2016-12-31,6.09亿,5751万,1.64亿,3.87亿,89.4亿
健盛集团,2018-12-31,1.82亿,445万,6368万,1.13亿,15.8亿
健盛集团,2017-12-31,1.66亿,2080万,5242万,9306万,11.4亿
健盛集团,2016-12-31,9469万,-592万,3340万,6720万,6.64亿
诚意药业,2018-12-31,2.09亿,-166万,1.67亿,4315万,5.46亿
诚意药业,2017-12-31,8495万,36.5万,4580万,3879万,3.41亿
诚意药业,2016-12-31,8372万,-6.06万,3512万,4867万,3.21亿
长盛轴承,2018-12-31,5705万,-393万,2263万,3834万,6.63亿
长盛轴承,2017-12-31,5027万,-163万,2048万,3142万,5.67亿
长盛轴承,2016-12-31,7239万,-276万,1514万,6000万,4.04亿
仁东控股,2018-12-31,1.63亿,5646万,2870万,7751万,14.9亿
仁东控股,2017-12-31,1.60亿,6179万,2026万,7763万,9.53亿
仁东控股,2016-12-31,1.13亿,2348万,247万,8725万,26.4亿
电魂网络,2018-12-31,1.88亿,-796万,1.18亿,7871万,4.48亿
电魂网络,2017-12-31,1.51亿,-1485万,1.05亿,6127万,4.99亿
电魂网络,2016-12-31,2.02亿,-1327万,5644万,1.59亿,4.94亿
长川科技,2018-12-31,4792万,-360万,3113万,2039万,2.16亿
长川科技,2017-12-31,3163万,-330万,1844万,1650万,1.80亿
长川科技,2016-12-31,4177万,-226万,841万,3562万,1.24亿
戴维医疗,2018-12-31,7589万,-434万,5077万,2946万,3.00亿
戴维医疗,2017-12-31,7284万,-79.6万,4341万,3023万,3.04亿
戴维医疗,2016-12-31,7409万,-178万,3465万,4122万,2.65亿
万邦德,2018-12-31,2.70亿,2566万,7065万,1.74亿,143亿
万邦德,2017-12-31,1.15亿,-288万,3099万,8645万,146亿
万邦德,2016-12-31,8759万,-229万,3132万,5856万,91.8亿
中坚科技,2018-12-31,4110万,-402万,1670万,2843万,4.16亿
中坚科技,2017-12-31,4950万,358万,1954万,2638万,4.41亿
中坚科技,2016-12-31,5639万,-657万,1677万,4620万,4.12亿
司太立,2018-12-31,1.58亿,5391万,1017万,9352万,8.90亿
司太立,2017-12-31,1.19亿,3888万,859万,7196万,7.11亿
司太立,2016-12-31,1.57亿,2266万,970万,1.24亿,6.73亿
新农股份,2018-12-31,9838万,-508万,5309万,5037万,9.67亿
新农股份,2017-12-31,1.04亿,1162万,4583万,4639万,8.08亿
新农股份,2016-12-31,1.10亿,-65.6万,3915万,7201万,5.99亿
万马股份,2018-12-31,8.33亿,9765万,5.29亿,2.06亿,87.4亿
万马股份,2017-12-31,6.80亿,6294万,4.41亿,1.75亿,74.1亿
万马股份,2016-12-31,7.87亿,3367万,3.90亿,3.63亿,63.8亿
中国巨石,2018-12-31,12.7亿,3.41亿,3.86亿,5.38亿,100亿
中国巨石,2017-12-31,12.1亿,4.20亿,3.21亿,4.67亿,86.5亿
中国巨石,2016-12-31,14.9亿,5.36亿,2.95亿,6.56亿,74.5亿
*ST东南,2018-12-31,1.10亿,2202万,1991万,6812万,14.7亿
*ST东南,2017-12-31,1.32亿,5294万,1745万,6125万,10.5亿
*ST东南,2016-12-31,1.83亿,5656万,1507万,1.12亿,9.51亿
横店东磁,2018-12-31,5.07亿,-4142万,2.19亿,3.29亿,64.9亿
横店东磁,2017-12-31,5.50亿,1534万,1.85亿,3.49亿,63.0亿
横店东磁,2016-12-31,7.17亿,-934万,1.48亿,5.79亿,47.1亿
卧龙电驱,2018-12-31,18.7亿,2.16亿,7.45亿,9.13亿,111亿
卧龙电驱,2017-12-31,17.4亿,2.65亿,7.64亿,7.08亿,101亿
卧龙电驱,2016-12-31,16.9亿,1.69亿,6.56亿,8.66亿,89.1亿
美力科技,2018-12-31,8681万,691万,3489万,4501万,5.45亿
美力科技,2017-12-31,6248万,102万,2978万,3168万,4.01亿
美力科技,2016-12-31,6313万,-94.6万,2417万,3990万,3.59亿
泰格医药,2018-12-31,3.76亿,739万,5445万,3.14亿,23.0亿
泰格医药,2017-12-31,2.88亿,1166万,3975万,2.36亿,16.9亿
泰格医药,2016-12-31,2.65亿,-38.6万,3581万,2.29亿,11.7亿
东方通信,2018-12-31,1.92亿,-820万,9820万,1.02亿,24.0亿
东方通信,2017-12-31,2.16亿,459万,9704万,1.14亿,24.4亿
东方通信,2016-12-31,3.56亿,-992万,1.06亿,2.60亿,19.8亿
古越龙山,2018-12-31,3.80亿,-539万,2.98亿,8692万,17.2亿
古越龙山,2017-12-31,2.92亿,-307万,2.15亿,7981万,16.4亿
古越龙山,2016-12-31,3.41亿,-362万,2.59亿,8643万,15.4亿
兆丰股份,2018-12-31,719万,-2981万,873万,2827万,4.97亿
兆丰股份,2017-12-31,6093万,1255万,1468万,3370万,6.08亿
兆丰股份,2016-12-31,5521万,-1164万,1466万,5219万,5.11亿
浙江鼎力,2018-12-31,1.13亿,-3568万,9188万,5665万,17.1亿
浙江鼎力,2017-12-31,1.15亿,2296万,5083万,4072万,11.4亿
浙江鼎力,2016-12-31,9741万,-1430万,3946万,7225万,6.95亿
杭州解百,2018-12-31,7.62亿,-4899万,4.16亿,3.95亿,59.1亿
杭州解百,2017-12-31,7.49亿,-1534万,4.40亿,3.24亿,57.8亿
杭州解百,2016-12-31,6.67亿,-2395万,3.91亿,3.00亿,52.4亿
京新药业,2018-12-31,12.8亿,93.7万,11.0亿,1.77亿,29.4亿
京新药业,2017-12-31,8.49亿,278万,6.80亿,1.67亿,22.2亿
京新药业,2016-12-31,7.56亿,2.08万,5.15亿,2.41亿,18.8亿
开尔新材,2018-12-31,7905万,273万,2478万,5154万,2.90亿
开尔新材,2017-12-31,7803万,393万,2496万,4914万,3.53亿
开尔新材,2016-12-31,8814万,-50.9万,2678万,6187万,3.62亿
诺邦股份,2018-12-31,1.03亿,-423万,6397万,4279万,9.36亿
诺邦股份,2017-12-31,6801万,128万,3736万,2937万,6.18亿
诺邦股份,2016-12-31,7018万,244万,2968万,3806万,5.26亿
小商品城,2018-12-31,6.82亿,2.71亿,1.20亿,2.91亿,35.9亿
小商品城,2017-12-31,6.47亿,1.94亿,1.48亿,3.04亿,100亿
小商品城,2016-12-31,5.71亿,1.14亿,1.77亿,2.81亿,70.4亿
锋龙股份,2018-12-31,3682万,-307万,1191万,2798万,3.15亿
锋龙股份,2017-12-31,4288万,583万,1183万,2521万,3.13亿
锋龙股份,2016-12-31,4566万,-220万,1017万,3770万,2.51亿
顺网科技,2018-12-31,4.39亿,-3054万,2.49亿,2.21亿,19.8亿
顺网科技,2017-12-31,4.08亿,-1963万,2.62亿,1.66亿,18.2亿
顺网科技,2016-12-31,6.00亿,-1313万,2.51亿,3.62亿,17.0亿
九洲药业,2018-12-31,2.59亿,-1341万,3212万,2.40亿,18.6亿
九洲药业,2017-12-31,2.48亿,2549万,2953万,1.93亿,17.2亿
九洲药业,2016-12-31,2.72亿,-1247万,2742万,2.57亿,16.5亿
迪安诊断,2018-12-31,14.4亿,1.71亿,6.49亿,6.17亿,69.7亿
迪安诊断,2017-12-31,10.8亿,1.12亿,4.64亿,5.07亿,50.0亿
迪安诊断,2016-12-31,8.12亿,3384万,3.27亿,4.51亿,38.2亿
浙江仙通,2018-12-31,8986万,-103万,4967万,4122万,7.04亿
浙江仙通,2017-12-31,9076万,-52.0万,4782万,4346万,7.32亿
浙江仙通,2016-12-31,9458万,743万,3276万,5439万,5.86亿
汉鼎宇佑,2018-12-31,1.38亿,2172万,5652万,5963万,6.03亿
汉鼎宇佑,2017-12-31,7888万,1398万,1884万,4606万,4.04亿
汉鼎宇佑,2016-12-31,1.19亿,1773万,1586万,8552万,4.37亿
棒杰股份,2018-12-31,6793万,364万,1980万,4448万,4.23亿
棒杰股份,2017-12-31,6429万,568万,1814万,4046万,4.49亿
棒杰股份,2016-12-31,6295万,-283万,1683万,4895万,4.13亿
福斯特,2018-12-31,1.66亿,-548万,8699万,8427万,48.1亿
福斯特,2017-12-31,1.72亿,1422万,7816万,7934万,45.8亿
福斯特,2016-12-31,2.84亿,1062万,6399万,2.09亿,39.5亿
凯恩股份,2018-12-31,1.39亿,1088万,5655万,7182万,11.3亿
凯恩股份,2017-12-31,1.39亿,1294万,5316万,7293万,10.3亿
凯恩股份,2016-12-31,2.01亿,839万,5716万,1.36亿,9.43亿
嘉欣丝绸,2018-12-31,2.89亿,712万,1.52亿,1.30亿,31.8亿
嘉欣丝绸,2017-12-31,3.01亿,2727万,1.47亿,1.26亿,27.7亿
嘉欣丝绸,2016-12-31,2.83亿,-1854万,1.48亿,1.54亿,22.5亿
鲍斯股份,2018-12-31,2.29亿,2687万,8193万,1.20亿,15.1亿
鲍斯股份,2017-12-31,1.55亿,1060万,5901万,8493万,11.1亿
鲍斯股份,2016-12-31,9580万,354万,3202万,6024万,5.66亿
金利华电,2018-12-31,6249万,664万,2576万,3010万,1.84亿
金利华电,2017-12-31,6684万,818万,3343万,2523万,2.60亿
金利华电,2016-12-31,6338万,502万,2787万,3049万,3.37亿
弘讯科技,2018-12-31,1.31亿,-357万,3932万,9516万,6.86亿
弘讯科技,2017-12-31,1.39亿,947万,3927万,8989万,7.33亿
弘讯科技,2016-12-31,1.64亿,475万,3080万,1.28亿,5.31亿
东音股份,2018-12-31,7040万,-588万,2666万,4961万,9.35亿
东音股份,2017-12-31,8032万,1284万,2093万,4655万,8.28亿
东音股份,2016-12-31,7013万,-779万,1824万,5967万,6.37亿
纵横通信,2018-12-31,2508万,-44.0万,733万,1819万,5.84亿
纵横通信,2017-12-31,2099万,124万,700万,1275万,5.88亿
纵横通信,2016-12-31,4203万,362万,656万,3185万,5.11亿
宁波富邦,2018-12-31,4395万,1245万,424万,2726万,7.38亿
宁波富邦,2017-12-31,4492万,1568万,441万,2483万,8.05亿
宁波富邦,2016-12-31,5196万,2076万,398万,2722万,7.57亿
喜临门,2018-12-31,12.2亿,8069万,9.42亿,1.97亿,42.1亿
喜临门,2017-12-31,6.50亿,3695万,4.63亿,1.50亿,31.9亿
喜临门,2016-12-31,5.31亿,5098万,3.19亿,1.61亿,22.2亿
华友钴业,2018-12-31,11.2亿,5.94亿,1.09亿,4.19亿,145亿
华友钴业,2017-12-31,7.07亿,3.30亿,7932万,2.98亿,96.5亿
华友钴业,2016-12-31,6.52亿,3.44亿,6363万,2.44亿,48.9亿
盾安环境,2018-12-31,11.7亿,2.49亿,4.46亿,4.72亿,94.0亿
盾安环境,2017-12-31,10.7亿,2.44亿,3.96亿,4.25亿,82.8亿
盾安环境,2016-12-31,10.8亿,1.70亿,3.07亿,6.05亿,58.3亿
甬金股份,2018-12-31,2.19亿,5837万,1.15亿,4553万,157亿
甬金股份,2017-12-31,1.95亿,6880万,9074万,3563万,122亿
甬金股份,2016-12-31,1.85亿,7122万,7330万,4004万,81.4亿
兔 宝 宝,2018-12-31,3.40亿,2996万,1.77亿,1.32亿,43.1亿
兔 宝 宝,2017-12-31,2.62亿,219万,1.56亿,1.04亿,41.2亿
兔 宝 宝,2016-12-31,2.21亿,-102万,1.12亿,1.10亿,26.8亿
天地数码,2018-12-31,6966万,-187万,4732万,2421万,4.06亿
天地数码,2017-12-31,7588万,655万,4860万,2073万,3.77亿
天地数码,2016-12-31,7416万,313万,4130万,2973万,3.39亿
