公司名字,年度,期间费用,财务费用,销售费用,管理费用,营业收入
克来机电,2016-12-31,2629万,62.7万,292万,2275万,1.92亿
上海钢联,2018-12-31,3.88亿,2344万,2.12亿,1.52亿,961亿
上海钢联,2017-12-31,3.20亿,2119万,1.61亿,1.38亿,737亿
上海钢联,2016-12-31,2.66亿,23.8万,1.40亿,1.26亿,413亿
良信电器,2018-12-31,2.81亿,-296万,2.04亿,8059万,15.7亿
良信电器,2017-12-31,2.55亿,-30.8万,1.82亿,7328万,14.5亿
良信电器,2016-12-31,2.86亿,-344万,1.48亿,1.41亿,12.3亿
科华生物,2018-12-31,4.94亿,475万,3.03亿,1.86亿,19.9亿
科华生物,2017-12-31,3.51亿,-506万,2.30亿,1.26亿,15.9亿
科华生物,2016-12-31,3.13亿,-1661万,2.18亿,1.12亿,14.0亿
剑桥科技,2018-12-31,1.65亿,-2114万,5354万,1.32亿,31.6亿
剑桥科技,2017-12-31,1.43亿,1634万,4644万,8056万,24.9亿
剑桥科技,2016-12-31,2.49亿,-1497万,3335万,2.31亿,20.0亿
上海机电,2018-12-31,11.1亿,-2.66亿,7.24亿,6.49亿,212亿
上海机电,2017-12-31,11.3亿,-2.19亿,7.07亿,6.42亿,195亿
上海机电,2016-12-31,17.5亿,-2.83亿,6.90亿,13.5亿,189亿
东方明珠,2014-12-31,3.53亿,1631万,3607万,3.01亿,46.0亿
东方明珠,2013-12-31,4.05亿,1.21亿,4557万,2.38亿,39.3亿
东方明珠,2012-12-31,3.17亿,7145万,4158万,2.04亿,31.2亿
华荣股份,2018-12-31,6.65亿,-201万,6.11亿,5637万,16.3亿
华荣股份,2017-12-31,5.18亿,822万,4.60亿,5012万,14.8亿
华荣股份,2016-12-31,4.65亿,794万,3.62亿,9497万,12.0亿
同济科技,2018-12-31,1.92亿,-3012万,4493万,1.77亿,32.8亿
同济科技,2017-12-31,2.22亿,1123万,5234万,1.58亿,36.3亿
同济科技,2016-12-31,1.98亿,818万,3894万,1.51亿,31.6亿
ST新梅,2018-12-31,2042万,-238万,577万,1702万,1.57亿
ST新梅,2017-12-31,1760万,-133万,104万,1789万,4593万
ST新梅,2016-12-31,3693万,1317万,59.2万,2317万,2.00亿
ST岩石,2018-12-31,1616万,-18.0万,224万,1410万,11.0亿
ST岩石,2017-12-31,1474万,27.7万,171万,1275万,1.75亿
ST岩石,2016-12-31,4122万,243万,175万,3704万,5046万
老凤祥,2018-12-31,13.9亿,2.10亿,7.10亿,4.70亿,438亿
老凤祥,2017-12-31,12.8亿,1.70亿,6.61亿,4.45亿,398亿
老凤祥,2016-12-31,12.5亿,1.53亿,6.59亿,4.43亿,350亿
华测导航,2018-12-31,3.21亿,-444万,2.52亿,7365万,9.52亿
华测导航,2017-12-31,2.10亿,-29.5万,1.64亿,4588万,6.78亿
华测导航,2016-12-31,2.06亿,-46.9万,1.23亿,8310万,4.82亿
神开股份,2018-12-31,1.49亿,-6.33万,7408万,7516万,7.02亿
神开股份,2017-12-31,1.34亿,763万,5508万,7129万,5.18亿
神开股份,2016-12-31,1.78亿,-838万,6394万,1.23亿,4.16亿
安科瑞,2018-12-31,1.02亿,-143万,6703万,3607万,4.58亿
安科瑞,2017-12-31,9277万,-203万,5904万,3576万,4.05亿
安科瑞,2016-12-31,1.10亿,-577万,5758万,5794万,3.29亿
上海莱士,2018-12-31,6.03亿,3705万,1.91亿,3.75亿,18.0亿
上海莱士,2017-12-31,3.46亿,3546万,5551万,2.55亿,19.3亿
上海莱士,2016-12-31,3.35亿,-1737万,3515万,3.17亿,23.3亿
密尔克卫,2018-12-31,1.28亿,712万,3831万,8265万,17.8亿
密尔克卫,2017-12-31,1.24亿,973万,3277万,8153万,12.9亿
密尔克卫,2016-12-31,1.16亿,-436万,2427万,9655万,9.39亿
中化国际,2018-12-31,41.6亿,5.32亿,13.3亿,22.9亿,600亿
中化国际,2017-12-31,43.3亿,7.75亿,14.0亿,21.6亿,625亿
中化国际,2016-12-31,37.3亿,4.10亿,12.2亿,21.1亿,539亿
联明股份,2018-12-31,6962万,1298万,1499万,4164万,10.3亿
联明股份,2017-12-31,5096万,-41.0万,1205万,3932万,10.2亿
联明股份,2016-12-31,7028万,-65.9万,1087万,6007万,9.23亿
中船科技,2018-12-31,3.74亿,1.74亿,1928万,1.81亿,32.6亿
中船科技,2017-12-31,3.71亿,1.92亿,2136万,1.57亿,42.6亿
中船科技,2016-12-31,4.11亿,8968万,2846万,2.93亿,53.0亿
航天机电,2018-12-31,7.86亿,8888万,2.41亿,4.56亿,67.0亿
航天机电,2017-12-31,8.30亿,1.67亿,2.27亿,4.36亿,66.6亿
航天机电,2016-12-31,9.20亿,2.07亿,1.73亿,5.41亿,54.5亿
第一医药,2018-12-31,2.09亿,-541万,1.30亿,8481万,11.8亿
第一医药,2017-12-31,1.89亿,-588万,1.22亿,7285万,15.6亿
第一医药,2016-12-31,1.83亿,-652万,1.16亿,7330万,15.2亿
风语筑,2018-12-31,1.62亿,-2255万,8608万,9827万,17.1亿
风语筑,2017-12-31,1.38亿,-169万,7036万,6958万,15.0亿
风语筑,2016-12-31,1.61亿,313万,4935万,1.09亿,12.3亿
交运股份,2018-12-31,5.00亿,1344万,1.01亿,3.85亿,96.7亿
交运股份,2017-12-31,4.88亿,2567万,9604万,3.66亿,93.2亿
交运股份,2016-12-31,6.17亿,4272万,8349万,4.91亿,84.6亿
锐奇股份,2018-12-31,7042万,-1500万,5701万,2840万,5.83亿
锐奇股份,2017-12-31,7602万,1338万,3835万,2428万,5.49亿
锐奇股份,2016-12-31,9651万,-904万,4347万,6208万,5.27亿
雪榕生物,2018-12-31,1.92亿,7481万,1865万,9844万,18.5亿
雪榕生物,2017-12-31,1.40亿,4061万,2122万,7805万,13.3亿
雪榕生物,2016-12-31,1.30亿,4243万,1786万,6991万,9.99亿
普丽盛,2018-12-31,1.48亿,842万,6370万,7587万,5.80亿
普丽盛,2017-12-31,1.30亿,564万,5549万,6882万,6.94亿
普丽盛,2016-12-31,1.32亿,12.9万,5089万,8067万,5.76亿
云赛智联,2018-12-31,3.36亿,-4437万,1.33亿,2.47亿,44.7亿
云赛智联,2017-12-31,3.49亿,-2576万,1.37亿,2.38亿,42.2亿
云赛智联,2016-12-31,6.16亿,-1546万,1.29亿,5.02亿,40.9亿
浦发银行,2018-12-31,--,--,--,--,1715亿
浦发银行,2017-12-31,--,--,--,--,1686亿
浦发银行,2016-12-31,--,--,--,--,1608亿
德邦股份,2018-12-31,24.4亿,1.30亿,3.96亿,19.1亿,230亿
德邦股份,2017-12-31,21.4亿,1.07亿,3.37亿,16.9亿,204亿
德邦股份,2016-12-31,19.7亿,4504万,1.88亿,17.3亿,170亿
三湘印象,2018-12-31,3.85亿,1.74亿,4277万,1.68亿,16.3亿
三湘印象,2017-12-31,3.28亿,1.33亿,4596万,1.49亿,24.7亿
三湘印象,2016-12-31,4.83亿,1.81亿,1.21亿,1.82亿,67.0亿
沃施股份,2018-12-31,8689万,1625万,4165万,2899万,3.39亿
沃施股份,2017-12-31,7317万,881万,3670万,2766万,3.85亿
沃施股份,2016-12-31,6291万,-858万,3664万,3486万,3.21亿
爱普股份,2018-12-31,2.32亿,-3083万,1.41亿,1.22亿,25.0亿
爱普股份,2017-12-31,2.24亿,-2888万,1.32亿,1.20亿,23.2亿
爱普股份,2016-12-31,2.45亿,-1640万,1.24亿,1.37亿,22.8亿
上海医药,2018-12-31,164亿,12.3亿,111亿,40.8亿,1591亿
上海医药,2017-12-31,114亿,6.77亿,74.1亿,33.3亿,1308亿
上海医药,2016-12-31,102亿,5.87亿,60.7亿,35.7亿,1208亿
现代制药,2018-12-31,41.2亿,1.63亿,32.4亿,7.19亿,113亿
现代制药,2017-12-31,24.1亿,2.71亿,14.9亿,6.54亿,85.2亿
现代制药,2016-12-31,22.2亿,2.59亿,10.1亿,9.55亿,91.3亿
申能股份,2018-12-31,11.5亿,4.31亿,655万,7.11亿,362亿
申能股份,2017-12-31,9.92亿,3.94亿,682万,5.91亿,324亿
申能股份,2016-12-31,10.5亿,3.68亿,660万,6.77亿,278亿
柘中股份,2018-12-31,6491万,-14.9万,973万,5533万,5.59亿
柘中股份,2017-12-31,6570万,27.4万,570万,5973万,4.53亿
柘中股份,2016-12-31,7343万,760万,521万,6061万,4.22亿
美凯龙,2018-12-31,47.2亿,15.3亿,17.0亿,14.9亿,142亿
美凯龙,2017-12-31,40.1亿,11.3亿,15.1亿,13.6亿,110亿
美凯龙,2016-12-31,30.2亿,8.78亿,12.1亿,9.35亿,94.4亿
华鑫股份,2018-12-31,9.25亿,-4625万,905万,9.62亿,11.8亿
华鑫股份,2017-12-31,11.6亿,862万,1587万,11.3亿,36.5亿
华鑫股份,2016-12-31,12.6亿,6004万,1935万,11.8亿,24.3亿
*ST中安,2018-12-31,6.73亿,1.82亿,6086万,4.30亿,36.3亿
*ST中安,2017-12-31,8.93亿,3.01亿,7613万,5.16亿,29.7亿
*ST中安,2016-12-31,6.35亿,1.47亿,6239万,4.25亿,34.3亿
百润股份,2018-12-31,5.98亿,-419万,4.32亿,1.70亿,12.3亿
百润股份,2017-12-31,5.18亿,422万,4.37亿,7645万,11.7亿
百润股份,2016-12-31,8.99亿,2139万,7.41亿,1.36亿,9.25亿
地素时尚,2018-12-31,8.03亿,-2958万,7.07亿,1.26亿,21.0亿
地素时尚,2017-12-31,6.79亿,-3063万,6.09亿,1.01亿,19.5亿
地素时尚,2016-12-31,6.40亿,-2413万,5.31亿,1.33亿,18.2亿
城地股份,2018-12-31,8502万,590万,687万,7224万,12.6亿
城地股份,2017-12-31,4548万,99.0万,302万,4147万,8.13亿
城地股份,2016-12-31,4599万,194万,241万,4163万,5.66亿
号百控股,2018-12-31,5.45亿,-6340万,2.27亿,3.82亿,45.5亿
号百控股,2017-12-31,9.21亿,-4314万,5.56亿,4.08亿,55.7亿
号百控股,2016-12-31,9.84亿,-3149万,4.49亿,5.67亿,56.6亿
*ST富控,2018-12-31,8.56亿,5.96亿,6254万,1.98亿,8.23亿
*ST富控,2017-12-31,4.01亿,1.62亿,4664万,1.93亿,8.06亿
*ST富控,2016-12-31,3.39亿,1.80亿,3857万,1.21亿,23.4亿
*ST鹏起,2018-12-31,3.28亿,1.63亿,580万,1.60亿,21.5亿
*ST鹏起,2017-12-31,2.35亿,1.13亿,407万,1.18亿,20.0亿
*ST鹏起,2016-12-31,3.73亿,1.65亿,1739万,1.91亿,23.3亿
科博达,2018-12-31,2.17亿,600万,5147万,1.60亿,26.8亿
科博达,2017-12-31,2.15亿,1767万,4606万,1.51亿,21.6亿
科博达,2016-12-31,2.29亿,406万,4117万,1.84亿,16.2亿
美邦服饰,2018-12-31,29.4亿,8054万,27.1亿,1.52亿,76.8亿
美邦服饰,2017-12-31,27.6亿,6497万,25.1亿,1.86亿,64.7亿
美邦服饰,2016-12-31,28.9亿,1.14亿,24.5亿,3.33亿,65.2亿
海顺新材,2018-12-31,7038万,70.8万,3178万,3789万,5.07亿
海顺新材,2017-12-31,5121万,136万,2190万,2795万,3.76亿
海顺新材,2016-12-31,4490万,-159万,1443万,3205万,3.01亿
鸣志电器,2018-12-31,4.03亿,-1203万,1.71亿,2.44亿,18.9亿
鸣志电器,2017-12-31,3.58亿,1462万,1.45亿,1.99亿,16.3亿
鸣志电器,2016-12-31,3.79亿,-119万,1.35亿,2.46亿,14.7亿
徐家汇,2018-12-31,2.71亿,-1031万,9976万,1.82亿,20.7亿
徐家汇,2017-12-31,2.83亿,-598万,1.01亿,1.87亿,21.0亿
徐家汇,2016-12-31,2.81亿,-272万,9380万,1.90亿,21.0亿
