公司名字,年度,期间费用,财务费用,销售费用,管理费用,营业收入
模塑科技,2016-12-31,7.19亿,6613万,1.25亿,5.28亿,40.3亿
健友股份,2018-12-31,2.85亿,-31.3万,2.48亿,3742万,17.0亿
健友股份,2017-12-31,8841万,-434万,4697万,4578万,11.1亿
健友股份,2016-12-31,9520万,41.1万,996万,8483万,5.82亿
博信股份,2018-12-31,3700万,190万,1401万,2109万,15.7亿
博信股份,2017-12-31,1329万,-2.87万,3.98万,1328万,8774万
博信股份,2016-12-31,1246万,-3.93万,--,1250万,9145万
林海股份,2018-12-31,5035万,-340万,1134万,4241万,5.26亿
林海股份,2017-12-31,4490万,-298万,1045万,3743万,4.52亿
林海股份,2016-12-31,4961万,-460万,1347万,4074万,4.63亿
宝色股份,2018-12-31,9257万,1335万,2867万,5055万,7.14亿
宝色股份,2017-12-31,8878万,1396万,2390万,5092万,4.40亿
宝色股份,2016-12-31,1.17亿,1746万,1938万,8001万,2.53亿
东珠生态,2018-12-31,5515万,-481万,--,5995万,15.9亿
东珠生态,2017-12-31,5603万,-84.7万,--,5688万,12.2亿
东珠生态,2016-12-31,5136万,345万,--,4792万,9.80亿
康尼机电,2018-12-31,4.81亿,1868万,1.86亿,2.77亿,34.2亿
康尼机电,2017-12-31,3.61亿,2031万,1.51亿,1.90亿,24.2亿
康尼机电,2016-12-31,4.80亿,773万,1.30亿,3.43亿,20.1亿
常铝股份,2018-12-31,4.38亿,1.20亿,2.14亿,1.04亿,41.4亿
常铝股份,2017-12-31,4.03亿,6958万,2.37亿,9723万,40.6亿
常铝股份,2016-12-31,4.45亿,7393万,1.60亿,2.10亿,32.9亿
通润装备,2018-12-31,1.38亿,-1692万,5248万,1.03亿,13.5亿
通润装备,2017-12-31,1.74亿,1765万,4909万,1.08亿,12.2亿
通润装备,2016-12-31,1.19亿,-1396万,4736万,8604万,10.4亿
威尔药业,2018-12-31,9887万,605万,3104万,6178万,8.01亿
威尔药业,2017-12-31,9282万,527万,2831万,5925万,6.94亿
威尔药业,2016-12-31,1.21亿,387万,2061万,9625万,5.58亿
锦泓集团,2018-12-31,16.6亿,2.30亿,12.7亿,1.64亿,30.9亿
锦泓集团,2017-12-31,13.6亿,2.17亿,10.0亿,1.36亿,25.6亿
锦泓集团,2016-12-31,4.07亿,-572万,3.08亿,1.04亿,7.44亿
莱绅通灵,2018-12-31,6.46亿,359万,4.84亿,1.59亿,16.6亿
莱绅通灵,2017-12-31,6.36亿,-13.6万,4.88亿,1.49亿,19.6亿
莱绅通灵,2016-12-31,5.48亿,936万,4.08亿,1.31亿,16.5亿
道森股份,2018-12-31,1.11亿,154万,6107万,4886万,11.7亿
道森股份,2017-12-31,1.04亿,1654万,5008万,3693万,8.30亿
道森股份,2016-12-31,9952万,-476万,3609万,6819万,4.17亿
江苏国泰,2018-12-31,29.6亿,2.91亿,19.0亿,7.67亿,369亿
江苏国泰,2017-12-31,25.4亿,1.39亿,16.4亿,7.60亿,345亿
江苏国泰,2016-12-31,20.9亿,-2363万,14.8亿,6.34亿,297亿
华光股份,2018-12-31,5.54亿,-783万,1.38亿,4.24亿,74.5亿
华光股份,2017-12-31,4.95亿,-896万,1.19亿,3.85亿,58.5亿
华光股份,2016-12-31,5.87亿,-1054万,9396万,5.03亿,46.9亿
凤凰股份,2018-12-31,2.07亿,1.21亿,4677万,3878万,10.5亿
凤凰股份,2017-12-31,2.30亿,1.55亿,3496万,4020万,13.4亿
凤凰股份,2016-12-31,2.54亿,1.79亿,4267万,3306万,18.2亿
苏交科,2018-12-31,9.59亿,1.16亿,1.48亿,6.95亿,70.3亿
苏交科,2017-12-31,8.79亿,8888万,1.49亿,6.41亿,65.2亿
苏交科,2016-12-31,6.75亿,3764万,1.02亿,5.36亿,42.0亿
江苏新能,2018-12-31,2.07亿,1.24亿,--,8284万,14.7亿
江苏新能,2017-12-31,2.02亿,1.22亿,--,8011万,14.2亿
江苏新能,2016-12-31,1.61亿,8741万,--,7404万,11.5亿
康力电梯,2018-12-31,5.72亿,47.6万,4.34亿,1.37亿,30.9亿
康力电梯,2017-12-31,5.69亿,3.67万,4.33亿,1.36亿,32.8亿
康力电梯,2016-12-31,6.99亿,86.2万,4.31亿,2.67亿,33.1亿
南 京 港,2018-12-31,1.72亿,6140万,--,1.10亿,7.18亿
南 京 港,2017-12-31,1.81亿,6626万,--,1.14亿,6.78亿
南 京 港,2016-12-31,7267万,1962万,--,5306万,2.23亿
双良节能,2018-12-31,3.40亿,-52.3万,2.17亿,1.23亿,25.1亿
双良节能,2017-12-31,3.79亿,4206万,2.01亿,1.37亿,17.2亿
双良节能,2016-12-31,5.13亿,6128万,2.11亿,2.41亿,20.1亿
南方轴承,2018-12-31,5102万,-169万,2184万,3087万,3.93亿
南方轴承,2017-12-31,5102万,184万,1887万,3031万,3.89亿
南方轴承,2016-12-31,4949万,-363万,1605万,3707万,3.20亿
中天科技,2018-12-31,15.3亿,3894万,10.1亿,4.86亿,339亿
中天科技,2017-12-31,15.2亿,1.84亿,8.81亿,4.55亿,271亿
中天科技,2016-12-31,18.9亿,5152万,7.73亿,10.6亿,211亿
中央商场,2018-12-31,15.3亿,4.56亿,4.51亿,6.27亿,82.5亿
中央商场,2017-12-31,11.3亿,2.36亿,3.97亿,4.93亿,84.5亿
中央商场,2016-12-31,9.99亿,1.77亿,3.48亿,4.74亿,64.3亿
南京医药,2018-12-31,15.4亿,3.48亿,8.24亿,3.71亿,313亿
南京医药,2017-12-31,14.1亿,2.89亿,7.67亿,3.50亿,288亿
南京医药,2016-12-31,11.6亿,2.18亿,5.75亿,3.71亿,267亿
吉鑫科技,2018-12-31,1.22亿,2079万,4234万,5912万,12.7亿
吉鑫科技,2017-12-31,1.22亿,3378万,4338万,4458万,13.5亿
吉鑫科技,2016-12-31,1.75亿,1419万,5038万,1.11亿,15.6亿
丽岛新材,2018-12-31,4316万,-681万,2233万,2765万,13.0亿
丽岛新材,2017-12-31,5700万,330万,2204万,3166万,12.4亿
丽岛新材,2016-12-31,6142万,-105万,2045万,4202万,11.3亿
美思德,2018-12-31,2796万,-184万,1453万,1527万,3.05亿
美思德,2017-12-31,3242万,216万,1580万,1446万,3.01亿
美思德,2016-12-31,3889万,-138万,1312万,2715万,2.82亿
启迪设计,2018-12-31,1.42亿,1563万,2952万,9728万,10.9亿
启迪设计,2017-12-31,7790万,-393万,1120万,7064万,5.08亿
启迪设计,2016-12-31,8164万,-445万,551万,8057万,3.92亿
千红制药,2018-12-31,3.12亿,-1.21亿,3.21亿,1.13亿,13.2亿
千红制药,2017-12-31,2.59亿,-8913万,2.48亿,9959万,10.7亿
千红制药,2016-12-31,2.29亿,-1.05亿,2.16亿,1.19亿,7.76亿
南京化纤,2018-12-31,1.76亿,-393万,717万,1.72亿,9.91亿
南京化纤,2017-12-31,1.65亿,512万,1455万,1.45亿,16.1亿
南京化纤,2016-12-31,1.36亿,-410万,1588万,1.24亿,16.6亿
腾龙股份,2018-12-31,1.10亿,833万,3866万,6278万,10.2亿
腾龙股份,2017-12-31,9409万,208万,3190万,6011万,9.04亿
腾龙股份,2016-12-31,1.14亿,-477万,2926万,8927万,7.75亿
佳力图,2018-12-31,8184万,-87.0万,6022万,2249万,5.35亿
佳力图,2017-12-31,7510万,-101万,5916万,1696万,4.60亿
佳力图,2016-12-31,9430万,241万,5631万,3558万,4.20亿
联发股份,2018-12-31,3.10亿,986万,1.56亿,1.44亿,41.7亿
联发股份,2017-12-31,3.81亿,9241万,1.54亿,1.35亿,40.0亿
联发股份,2016-12-31,3.70亿,3645万,1.61亿,1.72亿,37.4亿
江化微,2018-12-31,5626万,-160万,3193万,2593万,3.84亿
江化微,2017-12-31,4985万,106万,2554万,2325万,3.54亿
江化微,2016-12-31,6136万,148万,2381万,3606万,3.33亿
旷达科技,2018-12-31,1.81亿,-473万,4373万,1.42亿,17.7亿
旷达科技,2017-12-31,2.86亿,9161万,4825万,1.46亿,23.2亿
旷达科技,2016-12-31,4.09亿,1.44亿,5438万,2.11亿,23.0亿
江苏雷利,2018-12-31,1.85亿,-2340万,7159万,1.36亿,22.5亿
江苏雷利,2017-12-31,1.89亿,2827万,6250万,9851万,20.2亿
江苏雷利,2016-12-31,1.95亿,-1610万,4935万,1.61亿,16.2亿
四环生物,2018-12-31,3.04亿,274万,2.20亿,8116万,3.96亿
四环生物,2017-12-31,2.41亿,187万,1.68亿,7124万,3.46亿
四环生物,2016-12-31,2.02亿,1332万,1.06亿,8310万,3.27亿
法兰泰克,2018-12-31,8320万,-869万,5011万,4178万,7.64亿
法兰泰克,2017-12-31,6623万,-20.0万,3858万,2786万,6.37亿
法兰泰克,2016-12-31,6790万,-159万,3359万,3591万,5.41亿
鱼跃医疗,2018-12-31,7.53亿,-3042万,5.37亿,2.47亿,41.8亿
鱼跃医疗,2017-12-31,6.32亿,1184万,4.00亿,2.20亿,35.4亿
鱼跃医疗,2016-12-31,4.62亿,-1780万,2.03亿,2.77亿,26.4亿
江苏索普,2018-12-31,3419万,76.9万,1340万,2002万,4.74亿
江苏索普,2017-12-31,5448万,119万,1914万,3415万,7.77亿
江苏索普,2016-12-31,3966万,-105万,1610万,2460万,6.23亿
南京聚隆,2018-12-31,8159万,543万,3907万,3708万,10.2亿
南京聚隆,2017-12-31,7844万,638万,3762万,3443万,10.2亿
南京聚隆,2016-12-31,1.28亿,616万,4146万,7988万,9.03亿
苏垦农发,2018-12-31,4.91亿,-103万,1.67亿,3.25亿,48.8亿
苏垦农发,2017-12-31,4.27亿,-400万,1.41亿,2.89亿,43.2亿
苏垦农发,2016-12-31,4.66亿,1331万,1.44亿,3.09亿,40.8亿
怡球资源,2018-12-31,3.98亿,1.18亿,5774万,2.23亿,63.0亿
怡球资源,2017-12-31,2.70亿,-1287万,5406万,2.29亿,53.8亿
怡球资源,2016-12-31,2.87亿,8219万,3559万,1.69亿,37.7亿
三超新材,2018-12-31,2922万,-179万,1040万,2061万,3.33亿
三超新材,2017-12-31,2564万,-113万,973万,1704万,2.84亿
三超新材,2016-12-31,2993万,61.3万,708万,2223万,1.56亿
三房巷,2018-12-31,2484万,-1511万,1189万,2806万,11.8亿
三房巷,2017-12-31,2115万,-615万,978万,1752万,10.7亿
三房巷,2016-12-31,4034万,-1202万,1051万,4185万,9.77亿
醋化股份,2018-12-31,1.17亿,-782万,4346万,8173万,20.3亿
醋化股份,2017-12-31,1.40亿,1792万,4012万,8158万,16.6亿
醋化股份,2016-12-31,1.13亿,-787万,3308万,8785万,13.3亿
洪汇新材,2018-12-31,3625万,-150万,1224万,2550万,5.18亿
洪汇新材,2017-12-31,3100万,148万,956万,1996万,3.89亿
洪汇新材,2016-12-31,3798万,-150万,974万,2974万,3.15亿
亚太科技,2018-12-31,2.03亿,-1396万,6306万,1.54亿,35.9亿
亚太科技,2017-12-31,2.08亿,571万,5909万,1.43亿,34.1亿
亚太科技,2016-12-31,2.80亿,-449万,4669万,2.38亿,27.1亿
金鸿顺,2018-12-31,7646万,1444万,3505万,2697万,10.7亿
金鸿顺,2017-12-31,9777万,2372万,4119万,3287万,10.4亿
金鸿顺,2016-12-31,1.24亿,2105万,3426万,6853万,9.01亿
宝胜股份,2018-12-31,12.9亿,5.12亿,4.67亿,3.16亿,322亿
宝胜股份,2017-12-31,9.86亿,3.46亿,3.88亿,2.53亿,207亿
宝胜股份,2016-12-31,8.92亿,2.23亿,4.20亿,2.49亿,151亿
南京银行,2018-12-31,--,--,--,--,274亿
南京银行,2017-12-31,--,--,--,--,248亿
南京银行,2016-12-31,--,--,--,--,266亿
云意电气,2018-12-31,6414万,-98.0万,1627万,4885万,6.59亿
云意电气,2017-12-31,5318万,-585万,1420万,4483万,6.42亿
云意电气,2016-12-31,6445万,-1700万,1296万,6849万,5.36亿
云海金属,2018-12-31,3.02亿,9862万,1.04亿,9911万,51.0亿
云海金属,2017-12-31,2.65亿,8677万,1.00亿,7813万,49.3亿
云海金属,2016-12-31,3.72亿,6793万,9341万,2.10亿,40.5亿
日盈电子,2018-12-31,4973万,127万,1465万,3381万,3.56亿
日盈电子,2017-12-31,4905万,298万,1457万,3150万,3.18亿
日盈电子,2016-12-31,6096万,266万,1136万,4695万,2.76亿
东华测试,2018-12-31,4832万,-62.3万,2465万,2429万,1.34亿
东华测试,2017-12-31,5479万,-267万,2272万,3473万,1.29亿
东华测试,2016-12-31,7281万,-105万,2033万,5353万,1.30亿
莱克电气,2018-12-31,6.28亿,-5595万,4.53亿,2.31亿,58.6亿
莱克电气,2017-12-31,7.21亿,1.37亿,3.75亿,2.09亿,57.1亿
莱克电气,2016-12-31,5.75亿,-1.16亿,3.28亿,3.63亿,43.8亿
苏常柴Ａ,2018-12-31,2.42亿,-90.4万,1.27亿,1.16亿,21.3亿
苏常柴Ａ,2017-12-31,2.08亿,-229万,1.02亿,1.08亿,24.2亿
苏常柴Ａ,2016-12-31,3.00亿,-1154万,1.04亿,2.08亿,22.8亿
银邦股份,2018-12-31,1.53亿,4594万,4378万,6347万,19.3亿
银邦股份,2017-12-31,1.95亿,3958万,4470万,1.11亿,19.9亿
银邦股份,2016-12-31,1.59亿,2603万,4047万,9204万,15.6亿
扬农化工,2018-12-31,1.98亿,-5416万,6671万,1.85亿,52.9亿
扬农化工,2017-12-31,3.01亿,7836万,5633万,1.66亿,44.4亿
扬农化工,2016-12-31,2.54亿,-5089万,3585万,2.69亿,29.3亿
常宝股份,2018-12-31,3.24亿,-3493万,1.45亿,2.14亿,53.8亿
常宝股份,2017-12-31,2.37亿,738万,1.11亿,1.19亿,34.9亿
常宝股份,2016-12-31,2.49亿,-1118万,8646万,1.74亿,22.1亿
丰山集团,2018-12-31,1.48亿,363万,7352万,7051万,13.2亿
丰山集团,2017-12-31,1.40亿,1371万,7690万,4925万,12.6亿
丰山集团,2016-12-31,1.18亿,164万,7135万,4474万,10.2亿
天泽信息,2018-12-31,1.69亿,-364万,5500万,1.18亿,8.96亿
天泽信息,2017-12-31,1.63亿,166万,4872万,1.12亿,9.95亿
天泽信息,2016-12-31,1.53亿,-1471万,4127万,1.26亿,7.24亿
东方盛虹,2018-12-31,5.02亿,1.88亿,1.74亿,1.39亿,184亿
东方盛虹,2017-12-31,5.28亿,2.22亿,1.54亿,1.52亿,163亿
东方盛虹,2016-12-31,1.12亿,-262万,1541万,9954万,7.93亿
中航高科,2018-12-31,3.15亿,27.7万,6348万,2.52亿,26.5亿
中航高科,2017-12-31,4.13亿,681万,4818万,3.58亿,30.4亿
中航高科,2016-12-31,3.72亿,221万,5018万,3.19亿,29.1亿
联环药业,2018-12-31,5.53亿,-409万,4.83亿,7437万,10.2亿
联环药业,2017-12-31,3.54亿,-153万,3.01亿,5431万,6.89亿
联环药业,2016-12-31,2.68亿,-564万,2.07亿,6713万,6.05亿
新宁物流,2018-12-31,2.89亿,3469万,5368万,2.01亿,10.4亿
新宁物流,2017-12-31,2.41亿,1297万,5589万,1.72亿,9.02亿
新宁物流,2016-12-31,2.34亿,774万,6103万,1.65亿,7.59亿
苏宁易购,2018-12-31,325亿,12.3亿,261亿,52.0亿,2450亿
苏宁易购,2017-12-31,246亿,3.06亿,206亿,36.1亿,1879亿
苏宁易购,2016-12-31,218亿,4.16亿,175亿,39.5亿,1486亿
航发控制,2018-12-31,3.19亿,192万,2146万,2.96亿,27.5亿
航发控制,2017-12-31,3.39亿,2583万,1808万,2.95亿,25.5亿
航发控制,2016-12-31,4.59亿,1305万,2182万,4.24亿,25.0亿
大烨智能,2018-12-31,3319万,-1075万,2377万,2017万,3.55亿
大烨智能,2017-12-31,2668万,-469万,1579万,1558万,3.40亿
大烨智能,2016-12-31,4173万,-24.6万,1609万,2589万,3.14亿
江南水务,2018-12-31,1.86亿,-791万,7931万,1.14亿,8.99亿
江南水务,2017-12-31,1.80亿,-1559万,7448万,1.21亿,11.0亿
江南水务,2016-12-31,1.50亿,-1580万,7501万,9048万,11.1亿
今世缘,2018-12-31,7.33亿,-2523万,5.86亿,1.73亿,37.4亿
今世缘,2017-12-31,5.99亿,-1049万,4.28亿,1.81亿,29.6亿
今世缘,2016-12-31,6.43亿,-1845万,4.67亿,1.94亿,25.6亿
精锻科技,2018-12-31,9497万,1440万,3120万,4937万,12.7亿
精锻科技,2017-12-31,1.03亿,1954万,4135万,4234万,11.3亿
精锻科技,2016-12-31,1.28亿,703万,3046万,9085万,8.99亿
恒顺醋业,2018-12-31,3.73亿,917万,2.52亿,1.12亿,16.9亿
恒顺醋业,2017-12-31,3.77亿,845万,2.34亿,1.34亿,15.4亿
恒顺醋业,2016-12-31,3.83亿,598万,2.21亿,1.55亿,14.5亿
利民股份,2018-12-31,2.35亿,2238万,8080万,1.32亿,15.2亿
利民股份,2017-12-31,2.34亿,3396万,8474万,1.15亿,14.2亿
利民股份,2016-12-31,2.23亿,617万,8453万,1.32亿,11.6亿
江南高纤,2018-12-31,2172万,-2115万,1312万,2975万,13.7亿
江南高纤,2017-12-31,3711万,-176万,1133万,2754万,14.3亿
江南高纤,2016-12-31,6462万,-844万,914万,6392万,11.9亿
洛凯股份,2018-12-31,3319万,44.2万,978万,2297万,5.60亿
洛凯股份,2017-12-31,2984万,216万,828万,1940万,4.86亿
洛凯股份,2016-12-31,4378万,154万,768万,3456万,4.43亿
新美星,2018-12-31,1.11亿,-9.95万,5736万,5380万,5.56亿
新美星,2017-12-31,9615万,240万,4969万,4406万,5.00亿
新美星,2016-12-31,1.03亿,-281万,3815万,6732万,4.54亿
中设集团,2018-12-31,4.33亿,1826万,1.65亿,2.50亿,42.0亿
中设集团,2017-12-31,3.77亿,842万,1.51亿,2.18亿,27.8亿
中设集团,2016-12-31,3.56亿,621万,1.17亿,2.33亿,19.9亿
双象股份,2018-12-31,4713万,-542万,1526万,3729万,14.0亿
双象股份,2017-12-31,5007万,688万,1430万,2889万,12.7亿
双象股份,2016-12-31,7028万,-694万,1514万,6209万,10.6亿
世名科技,2018-12-31,4412万,-21.3万,1987万,2446万,3.33亿
世名科技,2017-12-31,4227万,-33.5万,2071万,2189万,2.83亿
世名科技,2016-12-31,5454万,-75.7万,2207万,3323万,2.75亿
江苏银行,2018-12-31,--,--,--,--,352亿
江苏银行,2017-12-31,--,--,--,--,338亿
江苏银行,2016-12-31,--,--,--,--,315亿
凯伦股份,2018-12-31,1.20亿,889万,7854万,3228万,6.19亿
凯伦股份,2017-12-31,7735万,798万,4918万,2019万,3.94亿
凯伦股份,2016-12-31,6707万,409万,3628万,2670万,2.69亿
辉丰股份,2018-12-31,10.2亿,7607万,1.25亿,8.21亿,25.2亿
辉丰股份,2017-12-31,4.85亿,7460万,1.51亿,2.59亿,39.5亿
辉丰股份,2016-12-31,4.95亿,4960万,1.42亿,3.03亿,31.2亿
九鼎新材,2018-12-31,1.92亿,5656万,7277万,6246万,10.7亿
九鼎新材,2017-12-31,2.00亿,6517万,7289万,6205万,9.94亿
九鼎新材,2016-12-31,1.73亿,4241万,5663万,7390万,7.94亿
天银机电,2018-12-31,6114万,731万,1781万,3601万,7.46亿
天银机电,2017-12-31,5062万,494万,1511万,3057万,7.73亿
天银机电,2016-12-31,6106万,-540万,1369万,5278万,6.54亿
*ST保千,2018-12-31,6.48亿,3.65亿,1803万,2.65亿,1.46亿
*ST保千,2017-12-31,7.49亿,2.82亿,1.17亿,3.49亿,28.5亿
*ST保千,2016-12-31,7.40亿,7677万,1.45亿,5.18亿,41.1亿
退市长油,2018-12-31,2.69亿,1.41亿,2094万,1.07亿,33.8亿
退市长油,2017-12-31,3.37亿,2.28亿,2244万,8676万,37.3亿
退市长油,2016-12-31,4.77亿,3.66亿,2180万,8898万,57.8亿
华达科技,2018-12-31,2.58亿,-1160万,1.63亿,1.07亿,40.5亿
华达科技,2017-12-31,2.04亿,-301万,1.24亿,8296万,31.7亿
华达科技,2016-12-31,2.90亿,297万,9974万,1.88亿,27.2亿
视觉中国,2018-12-31,2.21亿,2632万,8071万,1.14亿,9.88亿
视觉中国,2017-12-31,2.06亿,3523万,7154万,9901万,8.15亿
视觉中国,2016-12-31,1.97亿,2295万,6865万,1.06亿,7.35亿
我乐家居,2018-12-31,2.44亿,8.05万,1.85亿,5919万,10.8亿
我乐家居,2017-12-31,1.97亿,9.95万,1.48亿,4966万,9.15亿
我乐家居,2016-12-31,1.47亿,40.0万,8731万,5967万,6.76亿
国电南瑞,2018-12-31,20.5亿,-8903万,15.0亿,6.39亿,285亿
国电南瑞,2017-12-31,20.5亿,9299万,12.8亿,6.81亿,242亿
国电南瑞,2016-12-31,31.4亿,471万,13.2亿,18.1亿,282亿
药明康德,2018-12-31,15.2亿,5621万,3.38亿,11.3亿,96.1亿
药明康德,2017-12-31,14.4亿,1.84亿,2.92亿,9.64亿,77.7亿
药明康德,2016-12-31,11.5亿,-8395万,2.00亿,10.4亿,61.2亿
退市海润,2018-12-31,11.2亿,5.25亿,1163万,5.88亿,8.78亿
退市海润,2017-12-31,9.08亿,4.60亿,9853万,3.50亿,32.6亿
退市海润,2016-12-31,14.3亿,6.59亿,1.63亿,6.10亿,45.2亿
宁沪高速,2018-12-31,7.74亿,5.25亿,3774万,2.12亿,99.7亿
宁沪高速,2017-12-31,6.80亿,4.80亿,1189万,1.88亿,94.6亿
宁沪高速,2016-12-31,7.11亿,5.02亿,2676万,1.82亿,92.0亿
天顺风能,2018-12-31,4.92亿,1.78亿,1.82亿,1.32亿,38.3亿
天顺风能,2017-12-31,4.13亿,1.37亿,1.44亿,1.33亿,32.4亿
天顺风能,2016-12-31,3.36亿,3251万,1.49亿,1.55亿,23.1亿
长生退,2017-12-31,7.37亿,7.46万,5.83亿,1.54亿,15.5亿
长生退,2016-12-31,3.31亿,-1106万,2.31亿,1.11亿,10.2亿
长生退,2015-12-31,2.46亿,6888,1.41亿,1.06亿,7.96亿
*ST科林,2018-12-31,7472万,1684万,--,5788万,8256万
*ST科林,2017-12-31,7318万,-1126万,1188万,7256万,8.86亿
*ST科林,2016-12-31,6714万,-203万,1587万,5331万,3.26亿
中材科技,2018-12-31,14.6亿,3.45亿,4.18亿,6.96亿,114亿
中材科技,2017-12-31,14.1亿,3.56亿,4.47亿,6.09亿,103亿
中材科技,2016-12-31,15.8亿,2.73亿,4.02亿,9.04亿,89.7亿
*ST罗普,2018-12-31,1.44亿,-31.3万,8406万,6059万,11.0亿
*ST罗普,2017-12-31,1.42亿,-75.2万,8353万,5964万,10.3亿
*ST罗普,2016-12-31,1.39亿,-137万,8368万,5636万,9.77亿
中南建设,2018-12-31,37.7亿,4.16亿,9.66亿,23.9亿,401亿
中南建设,2017-12-31,28.3亿,3.42亿,7.24亿,17.7亿,306亿
中南建设,2016-12-31,25.9亿,3.82亿,5.69亿,16.4亿,344亿
亚威股份,2018-12-31,1.78亿,-640万,1.20亿,6412万,15.3亿
亚威股份,2017-12-31,1.53亿,-49.4万,1.01亿,5208万,14.4亿
亚威股份,2016-12-31,1.99亿,-998万,9396万,1.15亿,11.7亿
红豆股份,2018-12-31,4.98亿,726万,3.10亿,1.81亿,24.8亿
红豆股份,2017-12-31,4.55亿,2076万,2.91亿,1.43亿,27.2亿
红豆股份,2016-12-31,4.20亿,4660万,2.46亿,1.28亿,30.4亿
海澜之家,2018-12-31,29.0亿,-380万,18.0亿,11.0亿,191亿
海澜之家,2017-12-31,24.6亿,-1.20亿,15.5亿,10.3亿,182亿
海澜之家,2016-12-31,22.8亿,-1.21亿,14.2亿,9.73亿,170亿
龙蟠科技,2018-12-31,2.76亿,1969万,1.87亿,6976万,15.0亿
龙蟠科技,2017-12-31,2.62亿,1037万,1.90亿,6204万,13.0亿
龙蟠科技,2016-12-31,2.59亿,1144万,1.50亿,9764万,10.4亿
恒瑞医药,2018-12-31,79.7亿,-1.24亿,64.6亿,16.3亿,174亿
恒瑞医药,2017-12-31,63.5亿,-3663万,51.9亿,11.9亿,138亿
恒瑞医药,2016-12-31,64.5亿,-1.66亿,43.5亿,22.7亿,111亿
长江健康,2018-12-31,22.4亿,2687万,20.5亿,1.66亿,46.7亿
长江健康,2017-12-31,8.90亿,1906万,7.77亿,9453万,29.9亿
长江健康,2016-12-31,3.26亿,1389万,1.53亿,1.59亿,21.2亿
天目湖,2018-12-31,1.51亿,612万,7172万,7342万,4.89亿
天目湖,2017-12-31,1.56亿,1762万,6541万,7335万,4.61亿
天目湖,2016-12-31,1.59亿,2849万,5686万,7378万,4.22亿
赛福天,2018-12-31,6825万,696万,1959万,4170万,5.47亿
赛福天,2017-12-31,6444万,519万,2182万,3743万,5.55亿
赛福天,2016-12-31,8980万,243万,2398万,6340万,5.19亿
贝斯特,2018-12-31,8355万,-313万,1855万,6813万,7.45亿
贝斯特,2017-12-31,8104万,568万,1343万,6193万,6.71亿
贝斯特,2016-12-31,9983万,116万,1405万,8462万,5.47亿
维信诺,2018-12-31,15.0亿,7.79亿,5285万,6.65亿,17.8亿
维信诺,2017-12-31,4.48亿,2.31亿,1012万,2.07亿,3173万
维信诺,2016-12-31,1.01亿,1301万,2982万,5790万,1.59亿
埃斯顿,2018-12-31,3.36亿,3939万,1.06亿,1.91亿,14.6亿
埃斯顿,2017-12-31,2.15亿,1502万,7620万,1.24亿,10.8亿
埃斯顿,2016-12-31,1.72亿,477万,5606万,1.11亿,6.78亿
倍加洁,2018-12-31,7845万,-59.0万,4875万,3029万,7.55亿
倍加洁,2017-12-31,6108万,632万,4032万,1444万,6.69亿
倍加洁,2016-12-31,1.03亿,88.9万,4065万,6128万,6.26亿
美尚生态,2018-12-31,2.19亿,9441万,--,1.25亿,23.0亿
美尚生态,2017-12-31,1.57亿,3967万,--,1.18亿,23.0亿
美尚生态,2016-12-31,8380万,58.2万,--,8322万,10.5亿
红 太 阳,2018-12-31,8.35亿,2.16亿,2.44亿,3.74亿,59.1亿
红 太 阳,2017-12-31,7.26亿,1.83亿,2.24亿,3.19亿,50.7亿
红 太 阳,2016-12-31,5.27亿,9929万,1.68亿,2.60亿,35.4亿
罗莱生活,2018-12-31,14.5亿,66.4万,10.7亿,3.79亿,48.1亿
罗莱生活,2017-12-31,14.2亿,2768万,10.1亿,3.87亿,46.6亿
罗莱生活,2016-12-31,10.9亿,-728万,7.86亿,3.07亿,31.5亿
苏博特,2018-12-31,5.10亿,3397万,3.42亿,1.34亿,23.2亿
苏博特,2017-12-31,3.67亿,4261万,2.23亿,1.02亿,16.8亿
苏博特,2016-12-31,4.04亿,4543万,1.94亿,1.64亿,13.1亿
锦鸡股份,2018-12-31,7629万,-6.02万,3987万,3648万,12.0亿
锦鸡股份,2017-12-31,6685万,49.5万,3688万,2947万,10.7亿
锦鸡股份,2016-12-31,6906万,-177万,3199万,3884万,10.0亿
国睿科技,2018-12-31,8582万,-1.77万,2692万,5892万,10.4亿
国睿科技,2017-12-31,9076万,476万,2937万,5664万,11.5亿
国睿科技,2016-12-31,1.65亿,534万,2719万,1.33亿,12.6亿
小天鹅A,2018-12-31,30.0亿,-5.32亿,33.5亿,1.82亿,236亿
小天鹅A,2017-12-31,29.8亿,-7181万,28.7亿,1.78亿,214亿
小天鹅A,2016-12-31,26.8亿,-1.55亿,23.3亿,5.05亿,163亿
蓝丰生化,2018-12-31,4.84亿,6469万,1.51亿,2.68亿,14.8亿
蓝丰生化,2017-12-31,3.91亿,7728万,1.65亿,1.48亿,18.5亿
蓝丰生化,2016-12-31,3.57亿,4627万,1.47亿,1.65亿,14.6亿
洋河股份,2018-12-31,42.0亿,-6514万,25.6亿,17.0亿,242亿
洋河股份,2017-12-31,38.6亿,-3391万,23.9亿,15.1亿,199亿
洋河股份,2016-12-31,34.4亿,-895万,18.7亿,15.8亿,172亿
胜利精密,2018-12-31,11.2亿,3.00亿,4.17亿,4.01亿,174亿
胜利精密,2017-12-31,9.62亿,3.04亿,3.23亿,3.35亿,159亿
