680万元,158m²,4.3万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽10m/层高4.5m/进深15m,餐饮美食,五角场万达广场(商业),"办公,学生,居民","杨浦区 中原
                国宾路36号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '江湾体育场', '距离0.14km'], ['地铁10号线', 'B', '五角场', '距离0.42km']]","[['上海市杨浦区淞沪路8号百联又一城购物中心1层', 'A', '奢殿(百联又一城购物中心)', '距离0.13km'], ['上海市杨浦区淞沪路8号百联又一城购物中心F2', 'B', 'edc(百联又一城购物中心店)', '距离0.15km']]"
83万元,36m²,2.31万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽4m/层高3.9m/进深9m,餐饮美食,,"办公,学生,居民","杨浦区 黄兴
                靖宇东路/营口路(路口)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁8号线', 'A', '延吉中路', '距离0.01km'], ['地铁8号线', 'B', '黄兴路', '距离1.26km']]","[['上海市杨浦区图们路29号附近', 'A', '蔬果廉生鲜超市', '距离1.18km'], ['上海市杨浦区图们路7乙附近', 'B', '德华生活超市', '距离1.29km']]"
84万元,38.21m²,2.2万/m²,二手商铺,社区底商-临街,1层/共1层,空置中,面宽7.2m/层高5.5m/进深6.5m,餐饮美食,国宾路商铺,"办公,居民,旅游","杨浦区 五角场
                国宾路36号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '江湾体育场', '距离0.28km'], ['地铁10号线', 'B', '五角场', '距离0.34km']]","[['上海市杨浦区淞沪路8号百联又一城购物中心1层', 'A', '奢殿(百联又一城购物中心)', '距离0.26km'], ['上海市杨浦区淞沪路8号百联又一城购物中心F2', 'B', 'edc(百联又一城购物中心店)', '距离0.28km']]"
1970万元,563m²,3.5万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽20m/层高5.5m/进深26m,餐饮美食,,"办公,旅游,居民","杨浦区 东外滩
                杨树浦路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁4号线', 'A', '杨树浦路', '距离0.29km'], ['地铁12号线; 地铁4号线', 'B', '大连路', '距离0.76km']]","[['杨浦区济宁路1号', 'A', '生果优鲜', '距离1.00km'], ['上海市虹口区保定路553号附近', 'B', '雅雅羊绒', '距离1.30km']]"
386万元,105m²,3.68万/m²,二手商铺,临街门面-临街,1层/共5层,经营中,面宽10.1m/层高5.8m/进深10.3m,餐饮美食,五角场万达广场(商业),"办公,旅游,居民","杨浦区 中原
                国宾路36号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
1150万元,256m²,4.49万/m²,二手商铺,商业街店铺-临街,1层/共1层,空置中,面宽18m/层高5m/进深10m,餐饮美食,,"办公,学生,居民","杨浦区 五角场
                上海五角场万达广场C座","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '江湾体育场', '距离0.16km'], ['地铁10号线', 'B', '五角场', '距离0.47km']]","[['上海市杨浦区淞沪路8号百联又一城购物中心1层', 'A', '奢殿(百联又一城购物中心)', '距离0.23km'], ['上海市杨浦区淞沪路8号百联又一城购物中心F5', 'B', 'Columbia(百联又一城购物中心店)', '距离0.23km']]"
560万元,146.73m²,3.82万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽12m/层高4m/进深10m,餐饮美食,五角场万达广场(商业),"办公,旅游,居民","杨浦区 五角场
                国宾路36号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '江湾体育场', '距离0.14km'], ['地铁10号线', 'B', '五角场', '距离0.42km']]","[['上海市杨浦区淞沪路8号百联又一城购物中心1层', 'A', '奢殿(百联又一城购物中心)', '距离0.13km'], ['上海市杨浦区淞沪路8号百联又一城购物中心F2', 'B', 'edc(百联又一城购物中心店)', '距离0.15km']]"
500万元,123.32m²,4.05万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽14.7m/层高5m/进深6.8m,餐饮美食,万达广场(上海五角场店),"办公,居民,旅游","杨浦区 五角场
                万达广场(上海五角场店)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '江湾体育场', '距离0.14km'], ['地铁10号线', 'B', '五角场', '距离0.42km']]","[['上海市杨浦区淞沪路8号百联又一城购物中心1层', 'A', '奢殿(百联又一城购物中心)', '距离0.13km'], ['上海市杨浦区淞沪路8号百联又一城购物中心F2', 'B', 'edc(百联又一城购物中心店)', '距离0.15km']]"
838万元,235.42m²,3.56万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽18m/层高5m/进深13m,餐饮美食,,"办公,居民","杨浦区 鞍山
                上海交通大学医学院附属新华医院","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁8号线', 'A', '江浦路', '距离0.20km'], ['地铁8号线', 'B', '黄兴路', '距离1.20km']]","[['杨浦区控江路1736号(近鞍山路)', 'A', '环球超市(控江路店)', '距离0.38km'], ['上海市杨浦区靖宇南路126', 'B', '生鲜超市', '距离1.33km']]"
430万元,98m²,4.39万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽10.1m/层高5m/进深9.1m,餐饮美食,五角场万达广场(商业),"办公,居民,学生","杨浦区 五角场
                上海市杨浦区淞沪路27号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '江湾体育场', '距离0.24km'], ['地铁10号线', 'B', '五角场', '距离0.32km']]","[['上海市杨浦区淞沪路8号百联又一城购物中心1层', 'A', '奢殿(百联又一城购物中心)', '距离0.11km'], ['上海市杨浦区淞沪路8号', 'B', '百联又一城购物中心', '距离0.12km']]"
355万元,167.28m²,2.12万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽8m/层高5.5m/进深16m,餐饮美食,五角场万达广场(商业),"办公,居民,旅游","杨浦区 五角场
                五角场广场","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
889万元,178m²,4.99万/m²,二手商铺,社区底商-临街,1层/共1层,空置中,面宽25m/层高4m/进深7m,,,"办公,居民,学生","杨浦区 杨浦公园/延吉
                延吉东路/靖宇东路(路口)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
88.6万元,45.5m²,1.95万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽10m/层高4.6m/进深10m,餐饮美食,,"办公,居民,旅游","杨浦区 五角场
                万达广场(五角场店)A座","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '五角场', '距离0.25km'], ['地铁10号线', 'B', '江湾体育场', '距离0.31km']]","[['上海市杨浦区淞沪路8号百联又一城购物中心1层', 'A', '奢殿(百联又一城购物中心)', '距离0.22km'], ['上海市杨浦区淞沪路8号', 'B', '百联又一城购物中心', '距离0.23km']]"
99.6万元,40.5m²,2.46万/m²,二手商铺,其他-临街,1层/共1层,经营中,面宽5.5m/层高4.6m/进深7m,餐饮美食,,"办公,居民,旅游","杨浦区 五角场
                AED(五角场万达广场)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '江湾体育场', '距离0.22km'], ['地铁10号线', 'B', '五角场', '距离0.37km']]","[['上海市杨浦区淞沪路8号百联又一城购物中心1层', 'A', '奢殿(百联又一城购物中心)', '距离0.20km'], ['上海市杨浦区淞沪路8号百联又一城购物中心F2', 'B', 'edc(百联又一城购物中心店)', '距离0.22km']]"
128.9万元,53.6m²,2.4万/m²,二手商铺,其他-临街,1层/共1层,经营中,面宽6.5m/层高4.6m/进深7m,餐饮美食,,"办公,居民,旅游","杨浦区 五角场
                五角场(黄兴路)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '五角场', '距离0.18km'], ['地铁10号线', 'B', '江湾体育场', '距离0.61km']]","[['上海市杨浦区四平路2500号UMAX悠迈生活广场F1', 'A', 'GUESS(悠迈生活广场店)', '距离0.03km'], ['上海市杨浦区四平路2500号东方商厦B1', 'B', 'Panasonic(UMAX悠迈生活广场店)', '距离0.06km']]"
89万元,54m²,1.65万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽6m/层高5.5m/进深9m,百货超市,,"办公,学生,居民","杨浦区 五角场
                万达影城(五角场店)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '江湾体育场', '距离0.23km'], ['地铁10号线', 'B', '五角场', '距离0.34km']]","[['上海市杨浦区淞沪路8号百联又一城购物中心1层', 'A', '奢殿(百联又一城购物中心)', '距离0.19km'], ['上海市杨浦区淞沪路8号百联又一城购物中心F2', 'B', 'edc(百联又一城购物中心店)', '距离0.21km']]"
150.18万元,32m²,4.69万/m²,二手商铺,临街门面-临街,1层/共1层,空置中,面宽5m/层高4.5m/进深8m,餐饮美食,,"办公,居民,旅游","杨浦区 五角场
                五角场万达广场写字楼","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '五角场', '距离0.24km'], ['地铁10号线', 'B', '江湾体育场', '距离0.31km']]","[['上海市杨浦区淞沪路8号百联又一城购物中心F5', 'A', 'FOND OF BAGS(百联又一城购物中心店)', '距离0.17km'], ['上海市杨浦区淞沪路8号', 'B', '百联又一城购物中心', '距离0.18km']]"
500万元,145m²,3.45万/m²,二手商铺,购物百货中心-临街,1层/共1层,经营中,面宽15m/层高5m/进深8m,餐饮美食,万达广场(上海五角场店),"办公,居民,旅游","杨浦区 五角场
                万达广场(上海五角场店)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '江湾体育场', '距离0.14km'], ['地铁10号线', 'B', '五角场', '距离0.42km']]","[['上海市杨浦区淞沪路8号百联又一城购物中心1层', 'A', '奢殿(百联又一城购物中心)', '距离0.13km'], ['上海市杨浦区淞沪路8号百联又一城购物中心F2', 'B', 'edc(百联又一城购物中心店)', '距离0.15km']]"
233万元,50m²,4.66万/m²,二手商铺,购物百货中心,1层/共1层,经营中,面宽8m/层高5m/进深6m,餐饮美食,,"办公,学生,居民","杨浦区 五角场
                五角场","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '五角场', '距离0.00km'], ['地铁10号线', 'B', '江湾体育场', '距离0.55km']]","[['上海市杨浦区四平路2500号东方商厦B1', 'A', 'Panasonic(UMAX悠迈生活广场店)', '距离0.14km'], ['上海市杨浦区四平路2500号UMAX悠迈生活广场F1', 'B', 'GUESS(悠迈生活广场店)', '距离0.15km']]"
73万元,34m²,2.15万/m²,二手商铺,临街门面-临街,1层/共1层,空置中,面宽4m/层高3.8m/进深8.5m,餐饮美食,,"居民,学生,办公","杨浦区 长阳路
                长阳路/隆昌路(路口)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '隆昌路', '距离0.11km'], ['地铁12号线', 'B', '爱国路', '距离1.10km']]","[['上海市杨浦区图们路10号', 'A', '联华超市(图们店)', '距离1.84km'], ['双阳路590号', 'B', '农工商超市(双阳路店)', '距离1.84km']]"
242万元,60m²,4.03万/m²,二手商铺,购物百货中心,1层/共1层,经营中,面宽9m/层高5m/进深6m,百货超市,,"办公,学生,居民","杨浦区 五角场
                五角场","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '五角场', '距离0.00km'], ['地铁10号线', 'B', '江湾体育场', '距离0.55km']]","[['上海市杨浦区四平路2500号东方商厦B1', 'A', 'Panasonic(UMAX悠迈生活广场店)', '距离0.14km'], ['上海市杨浦区四平路2500号UMAX悠迈生活广场F1', 'B', 'GUESS(悠迈生活广场店)', '距离0.15km']]"
700万元,185m²,3.78万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽18m/层高5m/进深10m,餐饮美食,,"办公,居民,旅游","杨浦区 五角场
                五角场广场","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '五角场', '距离0.21km'], ['地铁10号线', 'B', '江湾体育场', '距离0.40km']]","[['上海市杨浦区四平路2500号东方商厦B1', 'A', 'Panasonic(UMAX悠迈生活广场店)', '距离0.16km'], ['上海市杨浦区淞沪路8号百联又一城购物中心F5', 'B', 'FOND OF BAGS(百联又一城购物中心店)', '距离0.18km']]"
89万元,54m²,1.65万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽6m/层高5.5m/进深9m,餐饮美食,,"办公,学生,居民","杨浦区 五角场
                万达影城(五角场店)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '江湾体育场', '距离0.23km'], ['地铁10号线', 'B', '五角场', '距离0.34km']]","[['上海市杨浦区淞沪路8号百联又一城购物中心1层', 'A', '奢殿(百联又一城购物中心)', '距离0.19km'], ['上海市杨浦区淞沪路8号百联又一城购物中心F2', 'B', 'edc(百联又一城购物中心店)', '距离0.21km']]"
1800万元,580.28m²,3.1万/m²,二手商铺,临街门面-临街,1层/共3层,经营中,面宽20m/层高4.5m/进深29.01m,餐饮美食,杨浦控江旭辉MALL,"办公,学生,居民","杨浦区 鞍山
                杨浦控江旭辉MALL","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线; 地铁8号线', 'A', '四平路', '距离0.73km'], ['地铁4号线', 'B', '临平路', '距离1.60km']]","[['杨浦区控江路1736号(近鞍山路)', 'A', '环球超市(控江路店)', '距离0.45km'], ['上海市杨浦区黄兴财富银座(国科路北)', 'B', '苑林生活超市', '距离1.77km']]"
3500万元,1219m²,2.87万/m²,二手商铺,临街门面-临街,,经营中,面宽23m/层高5.5m/进深15m,餐饮美食,万达广场(上海五角场店),"办公,旅游,居民","杨浦区 五角场
                万达广场(上海五角场店)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
280万元,72m²,3.89万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽8m/层高5m/进深9m,餐饮美食,平凉路商铺,"办公,居民,学生","杨浦区 杨浦公园/延吉
                平凉路1399号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线', 'A', '隆昌路', '距离0.54km'], ['地铁12号线', 'B', '爱国路', '距离0.73km']]","[['平凉路1163号', 'A', '来伊份(平凉路六店)', '距离0.76km'], ['上海市杨浦区延吉东路579号', 'B', '农工商超市(NO.3161店)', '距离1.78km']]"
1.8亿元,3000m²,6万/m²,二手商铺,购物百货中心-临街,,空置中,面宽30m/层高5m/进深30m,餐饮美食,保利绿地广场(商业),"办公,学生,居民","杨浦区 江浦路
                通北路589号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁12号线; 地铁4号线', 'A', '大连路', '距离0.49km'], ['地铁4号线', 'B', '杨树浦路', '距离0.98km']]","[['上海市杨浦区惠民路1020', 'A', '惠民超市(惠民路店)', '距离1.00km'], ['杨浦区控江路1736号(近鞍山路)', 'B', '环球超市(控江路店)', '距离1.51km']]"
500万元,140m²,3.57万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽8m/层高5.5m/进深15m,餐饮美食,五角场万达广场(商业),"办公,学生,居民","杨浦区 五角场
                万达广场(五角场店)A座","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '江湾体育场', '距离0.14km'], ['地铁10号线', 'B', '五角场', '距离0.42km']]","[['上海市杨浦区淞沪路8号百联又一城购物中心1层', 'A', '奢殿(百联又一城购物中心)', '距离0.13km'], ['上海市杨浦区淞沪路8号百联又一城购物中心F2', 'B', 'edc(百联又一城购物中心店)', '距离0.15km']]"
2.48亿元,4600m²,5.39万/m²,商铺新盘,临街门面-临街,,空置中,面宽50m/层高5m/进深50m,餐饮美食,,"办公,学生,居民","杨浦区 东外滩
                公园央墅","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁8号线', 'A', '延吉中路', '距离0.66km'], ['地铁12号线', 'B', '隆昌路', '距离1.07km']]","[['上海市杨浦区图们路7乙附近', 'A', '德华生活超市', '距离1.16km'], ['上海市杨浦区图们路29号附近', 'B', '蔬果廉生鲜超市', '距离1.18km']]"
610万元,109m²,5.6万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽12m/层高4.8m/进深9m,餐饮美食,五角场万达广场(商业),"办公,学生,居民","杨浦区 五角场
                肯德基(万达广场餐厅)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
420万元,89.11m²,4.71万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽12m/层高5m/进深8m,餐饮美食,五角场万达广场(商业),"办公,居民,旅游","杨浦区 五角场
                国宾路36号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '江湾体育场', '距离0.14km'], ['地铁10号线', 'B', '五角场', '距离0.42km']]","[['上海市杨浦区淞沪路8号百联又一城购物中心1层', 'A', '奢殿(百联又一城购物中心)', '距离0.13km'], ['上海市杨浦区淞沪路8号百联又一城购物中心F2', 'B', 'edc(百联又一城购物中心店)', '距离0.15km']]"
5600万元,1652m²,3.39万/m²,二手商铺,商业街店铺-临街,1层至2层/共2层,经营中,面宽21m/层高4.5m/进深38m,餐饮美食,五角场万达广场(商业),"办公,居民,旅游","杨浦区 五角场
                国宾路36号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '江湾体育场', '距离0.14km'], ['地铁10号线', 'B', '五角场', '距离0.42km']]","[['上海市杨浦区淞沪路8号百联又一城购物中心1层', 'A', '奢殿(百联又一城购物中心)', '距离0.13km'], ['上海市杨浦区淞沪路8号百联又一城购物中心F2', 'B', 'edc(百联又一城购物中心店)', '距离0.15km']]"
899万元,198.35m²,4.53万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽16.3m/层高4.5m/进深13.7m,餐饮美食,五角场万达广场(商业),"办公,居民,旅游","杨浦区 中原
                国宾路36号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '江湾体育场', '距离0.14km'], ['地铁10号线', 'B', '五角场', '距离0.42km']]","[['上海市杨浦区淞沪路8号百联又一城购物中心1层', 'A', '奢殿(百联又一城购物中心)', '距离0.13km'], ['上海市杨浦区淞沪路8号百联又一城购物中心F2', 'B', 'edc(百联又一城购物中心店)', '距离0.15km']]"
250万元,51.35m²,4.87万/m²,二手商铺,社区底商-临街,1层/共5层,空置中,面宽6m/层高5.8m/进深6.3m,餐饮美食,周浦路商铺,"办公,旅游,居民","杨浦区 五角场
                周浦路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁11号线', 'A', '秀沿路', '距离3.12km'], ['地铁11号线', 'B', '秀沿路', '距离3.13km']]","[['上海市浦东新区年家浜路238号绿地·缤纷广场B1', 'A', 'G-Super(上海绿地缤纷广场店)', '距离1.80km'], ['上海市浦东新区年家浜路238号绿地·缤纷广场F2', 'B', '爱婴室(上海绿地缤纷广场店)', '距离1.85km']]"
89万元,54m²,1.65万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽6m/层高5.5m/进深9m,百货超市,,"办公,学生,居民","杨浦区 五角场
                万达影城(五角场店)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '江湾体育场', '距离0.23km'], ['地铁10号线', 'B', '五角场', '距离0.34km']]","[['上海市杨浦区淞沪路8号百联又一城购物中心1层', 'A', '奢殿(百联又一城购物中心)', '距离0.19km'], ['上海市杨浦区淞沪路8号百联又一城购物中心F2', 'B', 'edc(百联又一城购物中心店)', '距离0.21km']]"
360万元,114m²,3.16万/m²,二手商铺,临街门面-临街,1层/共1层,空置中,面宽12m/层高5m/进深9.5m,,五角场万达广场(商业),"办公,居民,旅游","杨浦区 五角场
                五角场","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
5万元,10m²,5000元/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽13.2m/层高4.8m/进深8.9m,餐饮美食,延吉东路/靖宇东路(路口),"办公,学生,居民","杨浦区 杨浦公园/延吉
                延吉东路/靖宇东路(路口)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
110万元,23m²,4.78万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽4m/层高4.5m/进深5m,餐饮美食,五角场万达广场(商业),"办公,居民,旅游","杨浦区 中原
                国宾路36号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '江湾体育场', '距离0.14km'], ['地铁10号线', 'B', '五角场', '距离0.42km']]","[['上海市杨浦区淞沪路8号百联又一城购物中心1层', 'A', '奢殿(百联又一城购物中心)', '距离0.13km'], ['上海市杨浦区淞沪路8号百联又一城购物中心F2', 'B', 'edc(百联又一城购物中心店)', '距离0.15km']]"
2700万元,1368m²,1.97万/m²,二手商铺,其他-临街,1层/共3层,经营中,面宽23m/层高5.5m/进深15m,餐饮美食,万达广场(上海五角场店),,"杨浦区 五角场
                万达广场(上海五角场店)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
208.99万元,68.09m²,3.07万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽6.9m/层高5.5m/进深9.1m,餐饮美食,,"办公,学生,居民","杨浦区 五角场
                上海市江湾体育场-5号门","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '江湾体育场', '距离0.64km'], ['地铁10号线', 'B', '五角场', '距离1.08km']]","[['上海市杨浦区淞沪路8号', 'A', '百联又一城购物中心', '距离0.68km'], ['上海市杨浦区国晓路500弄九龙仓玺园30号楼', 'B', '玺园超市(殷行路店)', '距离2.50km']]"
450万元,126.31m²,3.56万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽12m/层高5m/进深9m,餐饮美食,五角场万达广场(商业),"办公,旅游,居民","杨浦区 中原
                国宾路36号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线', 'A', '江湾体育场', '距离0.14km'], ['地铁10号线', 'B', '五角场', '距离0.42km']]","[['上海市杨浦区淞沪路8号百联又一城购物中心1层', 'A', '奢殿(百联又一城购物中心)', '距离0.13km'], ['上海市杨浦区淞沪路8号百联又一城购物中心F2', 'B', 'edc(百联又一城购物中心店)', '距离0.15km']]"
42万元,18m²,2.33万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽3.6m/层高5.5m/进深5m,餐饮美食,鞍山路商铺,"办公,学生,居民","杨浦区 控江路
                鞍山路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁8号线', 'A', '江浦路', '距离0.87km'], ['地铁10号线; 地铁8号线', 'B', '四平路', '距离0.89km']]","[['杨浦区控江路1736号(近鞍山路)', 'A', '环球超市(控江路店)', '距离0.60km'], ['上海市杨浦区黄兴路1618号大润发F2', 'B', '童年阳光(大润发店)', '距离1.66km']]"
